series,territory_code,destination,roles
N,7404,D,3
N,7404,E,12
N,7404,G,1
N,7404,I,11
N,7404,L,7
N,7404,O,16
N,7404,P,1
N,7404,Q,16
N,7404,S,2
N,7404,T,1
N,7404,V,15
N,7404,Z,1
N,7405,C,29
N,7405,E,4
N,7405,I,3
N,7405,L,1
N,7405,O,1
N,7405,P,3
N,7405,Q,4
N,7405,S,1
N,7405,V,4
N,7406,C,137
N,7406,D,1
N,7406,E,6
N,7406,G,2
N,7406,I,8
N,7406,L,7
N,7406,O,5
N,7406,P,2
N,7406,Q,8
N,7406,S,1
N,7406,T,1
N,7406,V,13
N,7406,W,1
N,7407,C,23
N,7407,D,1
N,7407,E,7
N,7407,I,6
N,7407,L,1
N,7407,O,1
N,7407,Q,4
N,7407,S,1
N,7407,V,7
N,7408,C,11
N,7408,G,1
N,7408,I,1
N,7408,O,1
N,7408,P,3
N,7408,Q,5
N,7408,V,6
N,8101,C,896
N,8101,D,2
N,8101,E,29
N,8101,G,13
N,8101,I,90
N,8101,L,37
N,8101,O,176
N,8101,P,3
N,8101,Q,60
N,8101,S,5
N,8101,T,4
N,8101,V,37
N,8101,Z,10
N,8102,C,251
N,8102,D,4
N,8102,E,8
N,8102,I,26
N,8102,L,12
N,8102,O,17
N,8102,P,2
N,8102,Q,24
N,8102,S,2
N,8102,V,35
N,8103,C,141
N,8103,D,4
N,8103,E,6
N,8103,I,12
N,8103,L,11
N,8103,M,1
N,8103,O,4
N,8103,P,1
N,8103,Q,23
N,8103,S,3
N,8103,T,1
N,8103,V,13
N,8103,Z,1
N,8104,C,17
N,8104,E,7
N,8104,L,1
N,8104,Q,2
N,8104,V,3
N,8105,C,36
N,8105,E,4
N,8105,I,4
N,8105,L,2
N,8105,Q,3
N,8105,T,2
N,8105,V,8
N,8106,C,122
N,8106,D,2
N,8106,E,8
N,8106,I,5
N,8106,L,4
N,8106,O,8
N,8106,P,1
N,8106,Q,8
N,8106,S,1
N,8106,T,2
N,8106,V,7
N,8107,C,156
N,8107,E,3
N,8107,I,3
N,8107,L,33
N,8107,O,7
N,8107,Q,12
N,8107,S,2
N,8107,V,8
N,8107,Z,10
N,8108,C,197
N,8108,D,5
N,8108,E,6
N,8108,I,11
N,8108,L,201
N,8108,O,12
N,8108,Q,20
N,8108,S,1
N,8108,V,36
N,8108,Z,1
N,8109,C,40
N,8109,D,1
N,8109,E,4
N,8109,G,3
N,8109,I,2
N,8109,L,2
N,8109,O,5
N,8109,P,2
N,8109,Q,3
N,8109,S,1
N,8109,V,4
N,8110,C,477
N,8110,D,9
N,8110,E,9
N,8110,G,1
N,8110,I,25
N,8110,L,22
N,8110,O,47
N,8110,P,1
N,8110,Q,28
N,8110,T,4
N,8110,V,56
N,8110,W,1
N,8110,Z,3
N,8111,C,172
N,8111,D,1
N,8111,E,12
N,8111,G,7
N,8111,I,5
N,8111,L,15
N,8111,O,10
N,8111,P,2
N,8111,Q,16
N,8111,S,3
N,8111,T,1
N,8111,V,21
N,8112,C,189
N,8112,D,1
N,8112,E,9
N,8112,I,7
N,8112,L,2
N,8112,O,2
N,8112,Q,23
N,8112,S,2
N,8112,V,3
N,8201,C,83
N,8201,D,1
N,8201,E,1
N,8201,I,3
N,8201,L,3
N,8201,O,17
N,8201,P,2
N,8201,Q,6
N,8201,V,1
N,8201,W,1
N,8202,C,160
N,8202,E,8
N,8202,G,5
N,8202,I,6
N,8202,L,10
N,8202,O,3
N,8202,P,2
N,8202,Q,9
N,8202,T,1
N,8202,V,9
N,8202,Z,1
N,8203,C,122
N,8203,D,1
N,8203,E,2
N,8203,G,2
N,8203,I,2
N,8203,L,6
N,8203,O,13
N,8203,P,3
N,8203,Q,4
N,8203,T,1
N,8203,V,13
N,8204,C,30
N,8204,E,2
N,8204,I,2
N,8204,P,1
N,8204,Q,1
N,8204,S,1
N,8204,V,3
N,8205,C,67
N,8205,E,4
N,8205,I,4
N,8205,L,6
N,8205,O,7
N,8205,Q,6
N,8205,V,2
N,8206,C,42
N,8206,D,1
N,8206,E,3
N,8206,G,1
N,8206,I,2
N,8206,O,5
N,8206,P,1
N,8206,Q,3
N,8206,V,4
N,8207,C,19
N,8207,E,1
N,8207,I,1
N,8207,L,1
N,8207,O,1
N,8207,Q,1
N,8207,V,1
N,8301,C,422
N,8301,E,63
N,8301,G,8
N,8301,I,69
N,8301,L,22
N,8301,O,64
N,8301,P,6
N,8301,Q,29
N,8301,S,10
N,8301,V,52
N,8301,W,1
N,8301,Z,3
N,8302,C,16
N,8302,D,1
N,8302,E,2
N,8302,G,1
N,8302,O,1
N,8302,P,1
N,8302,Q,3
N,8302,V,2
N,8303,C,84
N,8303,D,1
N,8303,E,9
N,8303,G,1
N,8303,I,15
N,8303,L,3
N,8303,O,7
N,8303,P,1
N,8303,Q,5
N,8303,T,2
N,8303,V,15
N,8304,C,88
N,8304,D,1
N,8304,E,7
N,8304,I,8
N,8304,L,4
N,8304,O,3
N,8304,Q,7
N,8304,S,1
N,8304,T,1
N,8304,V,19
N,8305,C,99
N,8305,E,20
N,8305,G,2
N,8305,I,8
N,8305,L,2
N,8305,O,4
N,8305,Q,8
N,8305,S,1
N,8305,V,2
N,8306,C,111
N,8306,E,12
N,8306,G,2
N,8306,I,17
N,8306,L,4
N,8306,O,9
N,8306,P,2
N,8306,Q,10
N,8306,T,1
N,8306,V,5
N,8307,C,20
N,8307,D,1
N,8307,E,4
N,8307,I,3
N,8307,L,1
N,8307,P,1
N,8307,Q,1
N,8307,T,1
N,8308,C,6
N,8308,E,3
N,8308,L,1
N,8308,P,1
N,8308,V,1
N,8308,Z,1
N,8309,C,14
N,8309,E,12
N,8309,I,1
N,8309,L,1
N,8309,O,2
N,8309,P,2
N,8309,Q,4
N,8309,S,2
N,8309,V,1
N,8310,C,10
N,8310,E,3
N,8310,P,1
N,8310,Q,1
N,8311,C,48
N,8311,D,1
N,8311,E,10
N,8311,G,1
N,8311,L,1
N,8311,O,2
N,8311,P,1
N,8311,Q,2
N,8311,V,3
N,8312,C,67
N,8312,D,1
N,8312,E,11
N,8312,I,5
N,8312,L,1
N,8312,O,1
N,8312,P,2
N,8312,Q,5
N,8312,S,3
N,8312,V,1
N,8313,C,93
N,8313,E,2
N,8313,I,6
N,8313,L,3
N,8313,O,8
N,8313,P,3
N,8313,Q,6
N,8313,S,4
N,8313,T,1
N,8313,V,4
N,8313,Z,1
N,8314,C,6
N,8314,E,2
N,8314,I,1
N,8314,Q,1
N,8314,S,1
N,8314,V,4
N,9101,C,1023
N,9101,D,13
N,9101,E,41
N,9101,G,6
N,9101,I,58
N,9101,L,39
N,9101,O,113
N,9101,P,4
N,9101,Q,83
N,9101,S,6
N,9101,T,1
N,9101,V,167
N,9101,Z,6
N,9102,C,97
N,9102,D,3
N,9102,E,15
N,9102,I,4
N,9102,L,2
N,9102,O,9
N,9102,Q,6
N,9102,S,3
N,9102,T,1
N,9102,V,4
N,9103,C,88
N,9103,E,16
N,9103,G,3
N,9103,I,3
N,9103,L,2
N,9103,O,5
N,9103,P,1
N,9103,Q,4
N,9103,S,1
N,9103,T,1
N,9103,V,9
N,9104,C,20
N,9104,E,3
N,9104,G,2
N,9104,L,1
N,9104,P,2
N,9104,Q,2
N,9104,V,4
N,9105,C,51
N,9105,D,1
N,9105,E,15
N,9105,I,3
N,9105,L,3
N,9105,O,3
N,9105,P,2
N,9105,Q,4
N,9105,S,1
N,9105,V,11
N,9106,C,34
N,9106,D,1
N,9106,E,8
N,9106,I,1
N,9106,L,3
N,9106,O,1
N,9106,P,1
N,9106,Q,4
N,9106,S,1
N,9106,V,4
N,9107,C,63
N,9107,E,14
N,9107,I,13
N,9107,L,4
N,9107,O,6
N,9107,Q,9
N,9107,S,2
N,9107,V,11
N,9108,C,123
N,9108,D,2
N,9108,E,6
N,9108,G,4
N,9108,I,25
N,9108,L,22
N,9108,O,14
N,9108,P,2
N,9108,Q,9
N,9108,S,1
N,9108,T,1
N,9108,V,39
N,9109,C,114
N,9109,D,1
N,9109,E,9
N,9109,G,3
N,9109,I,11
N,9109,L,4
N,9109,O,11
N,9109,P,1
N,9109,Q,12
N,9109,S,2
N,9109,V,20
N,9109,Z,1
N,9110,C,21
N,9110,E,6
N,9110,G,5
N,9110,I,2
N,9110,Q,2
N,9110,S,1
N,9111,C,107
N,9111,E,14
N,9111,G,2
N,9111,I,4
N,9111,L,8
N,9111,O,7
N,9111,P,1
N,9111,Q,7
N,9111,V,12
N,9112,C,131
N,9112,E,23
N,9112,G,1
N,9112,I,12
N,9112,L,11
N,9112,O,9
N,9112,P,1
N,9112,Q,18
N,9112,S,2
N,9112,T,1
N,9112,V,49
N,9113,C,16
N,9113,E,4
N,9113,I,3
N,9113,L,2
N,9113,Q,1
N,9113,T,1
N,9113,V,1
N,9114,C,129
N,9114,D,1
N,9114,E,14
N,9114,G,1
N,9114,I,7
N,9114,L,3
N,9114,O,10
N,9114,P,1
N,9114,Q,9
N,9114,V,10
N,9115,C,198
N,9115,D,1
N,9115,E,17
N,9115,G,86
N,9115,I,1
N,9115,L,46
N,9115,O,9
N,9115,Q,8
N,9115,S,4
N,9115,V,140
N,9115,Z,1
N,9116,C,50
N,9116,E,19
N,9116,G,2
N,9116,L,1
N,9116,O,5
N,9116,P,2
N,9116,Q,6
N,9116,S,1
N,9116,V,6
N,9117,C,51
N,9117,E,10
N,9117,G,1
N,9117,I,4
N,9117,L,4
N,9117,Q,4
N,9117,S,1
N,9117,V,3
N,9118,C,35
N,9118,E,11
N,9118,G,2
N,9118,I,3
N,9118,L,2
N,9118,O,4
N,9118,P,2
N,9118,S,3
N,9118,V,1
N,9119,C,61
N,9119,D,1
N,9119,E,9
N,9119,G,1
N,9119,I,3
N,9119,L,5
N,9119,O,9
N,9119,P,1
N,9119,Q,6
N,9119,V,15
N,9120,C,372
N,9120,D,2
N,9120,E,13
N,9120,G,100
N,9120,I,21
N,9120,L,48
N,9120,M,1
N,9120,O,11
N,9120,P,2
N,9120,Q,13
N,9120,S,4
N,9120,T,2
N,9120,V,78
N,9120,Z,1
N,9121,C,26
N,9121,E,7
N,9121,G,1
N,9121,L,2
N,9121,Q,2
N,9121,V,2
N,9201,C,221
N,9201,D,1
N,9201,E,19
N,9201,G,7
N,9201,I,9
N,9201,L,38
N,9201,O,31
N,9201,P,4
N,9201,Q,20
N,9201,S,3
N,9201,T,2
N,9201,V,18
N,9201,Z,2
N,9202,C,73
N,9202,E,3
N,9202,I,4
N,9202,L,5
N,9202,O,7
N,9202,P,1
N,9202,Q,7
N,9202,S,1
N,9202,T,1
N,9202,V,7
N,9203,C,87
N,9203,D,1
N,9203,E,6
N,9203,G,32
N,9203,I,4
N,9203,L,10
N,9203,O,7
N,9203,Q,9
N,9203,S,1
N,9203,T,1
N,9203,V,9
N,9203,Z,1
N,9204,C,16
N,9204,E,2
N,9204,I,2
N,9204,L,1
N,9204,O,1
N,9204,P,2
N,9204,Q,3
N,9204,S,1
N,9204,V,2
N,9205,C,45
N,9205,E,6
N,9205,G,9
N,9205,I,1
N,9205,L,3
N,9205,O,3
N,9205,P,2
N,9205,Q,1
N,9205,S,1
N,9205,T,1
N,9205,V,6
N,9206,C,24
N,9206,E,2
N,9206,G,1
N,9206,L,3
N,9206,O,2
N,9206,P,1
N,9206,Q,3
N,9206,S,1
N,9206,V,2
N,9207,C,28
N,9207,D,1
N,9207,E,3
N,9207,G,1
N,9207,I,1
N,9207,L,6
N,9207,O,1
N,9207,P,1
N,9207,Q,2
N,9207,V,6
N,9208,C,48
N,9208,E,1
N,9208,I,3
N,9208,L,6
N,9208,O,1
N,9208,P,2
N,9208,Q,3
N,9208,V,7
N,9209,C,18
N,9209,E,5
N,9209,G,1
N,9209,I,2
N,9209,O,1
N,9209,P,2
N,9209,Q,3
N,9209,V,2
N,9210,C,55
N,9210,D,1
N,9210,E,11
N,9210,G,2
N,9210,I,6
N,9210,L,10
N,9210,O,4
N,9210,P,1
N,9210,Q,5
N,9210,S,1
N,9210,V,11
N,9211,C,149
N,9211,D,1
N,9211,E,12
N,9211,G,3
N,9211,I,11
N,9211,L,4
N,9211,O,25
N,9211,P,3
N,9211,Q,13
N,9211,S,2
N,9211,T,2
N,9211,V,18
N,10101,C,550
N,10101,D,10
N,10101,E,51
N,10101,G,30
N,10101,I,57
N,10101,L,74
N,10101,O,69
N,10101,P,2
N,10101,Q,43
N,10101,S,7
N,10101,T,7
N,10101,V,46
N,10102,C,86
N,10102,E,2
N,10102,G,6
N,10102,I,18
N,10102,L,13
N,10102,O,5
N,10102,P,2
N,10102,Q,6
N,10102,S,4
N,10102,V,16
N,10103,C,16
N,10103,G,5
N,10103,I,1
N,10103,L,1
N,10103,P,1
N,10103,Q,1
N,10103,S,1
N,10103,V,6
N,10104,C,18
N,10104,D,1
N,10104,E,7
N,10104,I,2
N,10104,L,1
N,10104,O,5
N,10104,P,1
N,10104,Q,4
N,10104,W,1
N,10105,C,52
N,10105,D,2
N,10105,E,8
N,10105,G,20
N,10105,I,7
N,10105,L,5
N,10105,O,10
N,10105,Q,5
N,10105,T,2
N,10105,V,12
N,10106,C,51
N,10106,E,12
N,10106,G,1
N,10106,I,4
N,10106,L,3
N,10106,O,2
N,10106,P,1
N,10106,Q,3
N,10106,S,1
N,10106,T,2
N,10107,C,31
N,10107,D,3
N,10107,E,6
N,10107,G,8
N,10107,I,5
N,10107,L,3
N,10107,O,3
N,10107,Q,3
N,10107,S,1
N,10107,T,1
N,10107,V,9
N,10108,C,40
N,10108,D,1
N,10108,E,8
N,10108,G,3
N,10108,I,3
N,10108,O,3
N,10108,Q,4
N,10108,S,2
N,10108,T,1
N,10108,V,2
N,10109,C,134
N,10109,D,2
N,10109,E,14
N,10109,G,66
N,10109,I,24
N,10109,L,17
N,10109,O,23
N,10109,P,1
N,10109,Q,8
N,10109,S,5
N,10109,V,25
N,10201,C,330
N,10201,D,1
N,10201,E,12
N,10201,G,31
N,10201,I,13
N,10201,L,11
N,10201,O,35
N,10201,P,4
N,10201,Q,13
N,10201,S,3
N,10201,V,49
N,10202,C,139
N,10202,D,1
N,10202,E,9
N,10202,G,14
N,10202,I,12
N,10202,L,8
N,10202,O,18
N,10202,P,1
N,10202,Q,14
N,10202,S,2
N,10202,T,1
N,10202,V,28
N,10202,Z,1
N,10203,C,51
N,10203,D,2
N,10203,E,1
N,10203,G,11
N,10203,I,11
N,10203,L,4
N,10203,O,1
N,10203,P,1
N,10203,Q,4
N,10203,T,1
N,10203,V,13
N,10204,C,2
N,10204,E,1
N,10204,I,1
N,10204,P,1
N,10204,Q,1
N,10204,V,4
N,10205,C,65
N,10205,D,1
N,10205,E,3
N,10205,G,1
N,10205,I,12
N,10205,L,4
N,10205,P,1
N,10205,Q,3
N,10205,S,1
N,10205,T,1
N,10205,V,12
N,10206,C,9
N,10206,E,2
N,10206,I,2
N,10206,O,2
N,10206,Q,1
N,10206,V,9
N,10207,C,13
N,10207,E,2
N,10207,G,1
N,10207,I,1
N,10207,P,1
N,10207,Q,2
N,10207,V,2
N,10208,C,151
N,10208,E,2
N,10208,G,2
N,10208,I,9
N,10208,L,1
N,10208,O,5
N,10208,P,1
N,10208,Q,5
N,10208,S,2
N,10208,V,20
N,10209,C,9
N,10209,E,2
N,10209,G,1
N,10209,I,2
N,10209,L,1
N,10209,P,1
N,10209,Q,1
N,10209,S,2
N,10209,V,3
N,10210,C,39
N,10210,E,4
N,10210,G,2
N,10210,I,1
N,10210,O,4
N,10210,Q,8
N,10210,S,1
N,10210,V,5
N,10301,C,506
N,10301,D,13
N,10301,E,53
N,10301,G,22
N,10301,I,49
N,10301,L,20
N,10301,O,48
N,10301,P,4
N,10301,Q,37
N,10301,S,5
N,10301,T,6
N,10301,V,83
N,10301,Z,3
N,10302,C,12
N,10302,E,22
N,10302,G,9
N,10302,I,1
N,10302,L,1
N,10302,P,1
N,10302,Q,2
N,10302,S,2
N,10302,V,3
N,10303,C,82
N,10303,D,1
N,10303,E,10
N,10303,G,1
N,10303,I,14
N,10303,O,5
N,10303,P,2
N,10303,Q,7
N,10303,S,6
N,10303,T,1
N,10303,V,12
N,10304,C,14
N,10304,E,2
N,10304,G,6
N,10304,I,1
N,10304,L,1
N,10304,M,1
N,10304,P,6
N,10304,Q,1
N,10304,S,1
N,10304,V,11
N,10305,C,38
N,10305,D,1
N,10305,E,8
N,10305,I,4
N,10305,L,3
N,10305,O,5
N,10305,P,1
N,10305,Q,2
N,10305,S,1
N,10305,T,2
N,10305,V,4
N,10306,C,2
N,10306,E,4
N,10306,G,1
N,10306,P,2
N,10306,Q,2
N,10306,S,1
N,10306,V,2
N,10307,C,5
N,10307,E,18
N,10307,I,1
N,10307,O,2
N,10307,P,1
N,10307,Q,1
N,10307,T,1
N,10307,V,2
N,10401,C,40
N,10401,E,2
N,10401,G,10
N,10401,I,1
N,10401,O,4
N,10401,P,1
N,10401,Q,2
N,10401,S,2
N,10401,V,10
N,10402,C,32
N,10402,E,1
N,10402,G,8
N,10402,O,2
N,10402,P,2
N,10402,Q,1
N,10402,T,1
N,10402,V,4
N,10403,C,12
N,10403,E,5
N,10403,I,4
N,10403,Q,3
N,10403,S,1
N,10403,V,7
N,10404,C,9
N,10404,E,1
N,10404,G,1
N,10404,L,1
N,10404,O,2
N,10404,P,1
N,10404,Q,1
N,10404,V,2
N,11101,C,273
N,11101,D,6
N,11101,E,15
N,11101,G,43
N,11101,I,24
N,11101,L,11
N,11101,O,39
N,11101,P,5
N,11101,Q,18
N,11101,S,3
N,11101,T,1
N,11101,V,63
N,11101,Z,1
N,11102,C,3
N,11102,E,4
N,11102,G,2
N,11102,O,1
N,11102,P,1
N,11102,Q,1
N,11102,S,1
N,11102,V,9
N,11201,C,145
N,11201,D,2
N,11201,E,9
N,11201,G,20
N,11201,I,20
N,11201,L,5
N,11201,O,8
N,11201,P,4
N,11201,Q,15
N,11201,S,5
N,11201,V,40
N,11201,W,1
N,11201,Z,1
N,11202,C,47
N,11202,D,1
N,11202,E,5
N,11202,G,29
N,11202,I,4
N,11202,L,3
N,11202,O,8
N,11202,P,2
N,11202,Q,5
N,11202,S,4
N,11202,V,7
N,11202,W,1
N,11203,C,8
N,11203,E,2
N,11203,G,1
N,11203,I,1
N,11203,O,1
N,11203,P,1
N,11203,Q,1
N,11203,S,1
N,11203,V,1
N,11301,C,26
N,11301,E,2
N,11301,G,15
N,11301,I,1
N,11301,L,2
N,11301,O,3
N,11301,P,3
N,11301,Q,2
N,11301,S,1
N,11301,V,5
N,11302,C,2
N,11302,E,1
N,11302,G,4
N,11302,O,2
N,11302,P,1
N,11302,Q,1
N,11302,V,1
N,11303,C,3
N,11303,E,1
N,11303,G,4
N,11303,V,1
N,11401,C,43
N,11401,D,2
N,11401,E,2
N,11401,G,22
N,11401,I,3
N,11401,O,7
N,11401,P,2
N,11401,Q,5
N,11401,S,3
N,11401,T,1
N,11401,V,6
N,11402,C,15
N,11402,D,1
N,11402,E,3
N,11402,G,18
N,11402,M,1
N,11402,O,1
N,11402,P,2
N,11402,Q,4
N,11402,S,2
N,11402,V,4
N,12101,C,553
N,12101,D,9
N,12101,E,10
N,12101,G,20
N,12101,I,50
N,12101,L,29
N,12101,O,69
N,12101,P,4
N,12101,Q,28
N,12101,S,5
N,12101,T,4
N,12101,V,65
N,12101,W,2
N,12101,Z,2
N,12102,C,1
N,12102,P,1
N,12103,M,1
N,12103,P,1
N,12104,E,1
N,12104,G,2
N,12104,I,1
N,12104,M,1
N,12104,V,9
N,12201,E,1
N,12201,I,1
N,12201,P,1
N,12201,V,5
N,12301,C,63
N,12301,E,4
N,12301,G,4
N,12301,I,5
N,12301,L,1
N,12301,O,7
N,12301,P,3
N,12301,Q,2
N,12301,V,5
N,12302,C,1
N,12302,G,3
N,12302,I,1
N,12302,P,1
N,12302,V,30
N,12303,I,1
N,12303,P,2
N,12401,C,181
N,12401,D,5
N,12401,E,3
N,12401,G,60
N,12401,I,12
N,12401,L,3
N,12401,O,9
N,12401,P,3
N,12401,Q,5
N,12401,S,1
N,12401,V,22
N,12401,Z,2
N,12402,C,1
N,12402,E,2
N,12402,G,6
N,12402,P,1
N,12402,V,1
N,13101,C,1740
N,13101,D,4
N,13101,E,31
N,13101,G,22
N,13101,I,289
N,13101,L,86
N,13101,O,269
N,13101,P,5
N,13101,Q,42
N,13101,S,6
N,13101,V,35
N,13101,Z,51
N,13102,C,188
N,13102,D,1
N,13102,E,7
N,13102,I,62
N,13102,L,17
N,13102,O,6
N,13102,P,1
N,13102,Q,16
N,13102,T,1
N,13102,V,21
N,13103,C,615
N,13103,D,1
N,13103,E,6
N,13103,I,37
N,13103,L,4
N,13103,O,3
N,13103,P,1
N,13103,Q,25
N,13103,S,2
N,13103,V,25
N,13103,Z,4
N,13104,C,516
N,13104,D,2
N,13104,E,9
N,13104,G,2
N,13104,I,65
N,13104,L,13
N,13104,O,17
N,13104,P,2
N,13104,Q,32
N,13104,S,1
N,13104,V,27
N,13104,Z,4
N,13105,C,554
N,13105,D,5
N,13105,E,21
N,13105,I,45
N,13105,L,27
N,13105,O,5
N,13105,P,1
N,13105,Q,29
N,13105,S,2
N,13105,T,5
N,13105,V,5
N,13105,Z,3
N,13106,C,340
N,13106,D,4
N,13106,E,10
N,13106,G,3
N,13106,I,91
N,13106,L,33
N,13106,O,23
N,13106,P,3
N,13106,Q,25
N,13106,S,3
N,13106,T,3
N,13106,V,21
N,13106,Z,16
N,13107,C,116
N,13107,D,3
N,13107,E,9
N,13107,I,4
N,13107,L,30
N,13107,O,4
N,13107,Q,11
N,13107,V,7
N,13107,Z,1
N,13108,C,566
N,13108,D,1
N,13108,E,12
N,13108,I,83
N,13108,L,21
N,13108,O,22
N,13108,P,3
N,13108,Q,14
N,13108,S,3
N,13108,V,17
N,13108,Z,6
N,13109,C,564
N,13109,D,4
N,13109,E,21
N,13109,G,2
N,13109,I,126
N,13109,L,71
N,13109,O,37
N,13109,P,2
N,13109,Q,30
N,13109,S,5
N,13109,T,8
N,13109,V,30
N,13109,Z,124
N,13110,C,488
N,13110,D,6
N,13110,E,32
N,13110,I,26
N,13110,L,171
N,13110,O,20
N,13110,P,2
N,13110,Q,49
N,13110,S,6
N,13110,T,2
N,13110,V,36
N,13110,Z,216
N,13111,C,369
N,13111,D,2
N,13111,E,6
N,13111,G,1
N,13111,I,109
N,13111,L,28
N,13111,O,16
N,13111,Q,32
N,13111,T,2
N,13111,V,15
N,13111,Z,8
N,13112,C,312
N,13112,D,5
N,13112,E,19
N,13112,G,1
N,13112,I,82
N,13112,L,91
N,13112,O,9
N,13112,Q,37
N,13112,S,2
N,13112,T,12
N,13112,V,35
N,13112,Z,15
N,13113,C,111
N,13113,D,5
N,13113,E,11
N,13113,G,1
N,13113,I,23
N,13113,L,37
N,13113,O,10
N,13113,P,3
N,13113,Q,11
N,13113,S,1
N,13113,V,11
N,13114,C,149
N,13114,D,5
N,13114,E,16
N,13114,G,37
N,13114,I,1
N,13114,L,88
N,13114,O,69
N,13114,P,3
N,13114,Q,9
N,13114,S,3
N,13114,V,14
N,13114,Z,138
N,13115,C,74
N,13115,D,6
N,13115,E,7
N,13115,G,2
N,13115,I,1
N,13115,L,5
N,13115,M,1
N,13115,O,10
N,13115,P,1
N,13115,Q,5
N,13115,S,3
N,13115,V,10
N,13115,Z,16
N,13116,C,240
N,13116,D,3
N,13116,E,4
N,13116,I,46
N,13116,L,9
N,13116,O,3
N,13116,P,1
N,13116,Q,19
N,13116,S,1
N,13116,T,1
N,13116,V,6
N,13116,Z,3
N,13117,C,341
N,13117,D,3
N,13117,E,5
N,13117,I,12
N,13117,L,3
N,13117,O,5
N,13117,P,1
N,13117,Q,21
N,13117,S,1
N,13117,V,13
N,13118,C,140
N,13118,D,1
N,13118,E,5
N,13118,I,61
N,13118,L,9
N,13118,O,10
N,13118,Q,11
N,13118,V,4
N,13118,Z,2
N,13119,C,444
N,13119,E,31
N,13119,I,18
N,13119,L,6
N,13119,O,18
N,13119,P,2
N,13119,Q,22
N,13119,S,11
N,13119,V,36
N,13119,Z,8
N,13120,C,271
N,13120,D,1
N,13120,E,24
N,13120,G,1
N,13120,I,30
N,13120,L,6
N,13120,O,94
N,13120,P,2
N,13120,Q,18
N,13120,S,2
N,13120,V,23
N,13120,Z,4
N,13121,C,356
N,13121,D,2
N,13121,E,10
N,13121,I,29
N,13121,L,16
N,13121,O,13
N,13121,P,4
N,13121,Q,28
N,13121,S,1
N,13121,T,3
N,13121,V,12
N,13121,W,2
N,13121,Z,2
N,13122,C,435
N,13122,D,2
N,13122,E,12
N,13122,I,19
N,13122,L,1
N,13122,O,11
N,13122,P,2
N,13122,Q,33
N,13122,T,1
N,13122,V,16
N,13122,Z,1
N,13123,C,287
N,13123,D,1
N,13123,E,23
N,13123,G,15
N,13123,I,8
N,13123,L,63
N,13123,O,384
N,13123,P,3
N,13123,Q,18
N,13123,S,11
N,13123,T,1
N,13123,V,44
N,13123,Z,87
N,13124,C,370
N,13124,D,2
N,13124,E,6
N,13124,G,1
N,13124,I,17
N,13124,L,18
N,13124,O,1
N,13124,P,1
N,13124,Q,19
N,13124,S,1
N,13124,T,1
N,13124,V,16
N,13124,Z,3
N,13125,C,197
N,13125,E,9
N,13125,G,1
N,13125,I,35
N,13125,L,17
N,13125,O,5
N,13125,Q,9
N,13125,S,1
N,13125,T,1
N,13125,V,15
N,13125,Z,2
N,13126,C,769
N,13126,D,5
N,13126,E,12
N,13126,G,1
N,13126,I,259
N,13126,L,91
N,13126,O,17
N,13126,P,2
N,13126,Q,25
N,13126,S,2
N,13126,T,5
N,13126,V,42
N,13126,Z,29
N,13127,C,739
N,13127,D,7
N,13127,E,15
N,13127,G,3
N,13127,I,176
N,13127,L,47
N,13127,O,35
N,13127,P,1
N,13127,Q,40
N,13127,S,4
N,13127,T,2
N,13127,V,14
N,13127,Z,5
N,13128,C,286
N,13128,D,1
N,13128,E,11
N,13128,I,35
N,13128,L,18
N,13128,O,8
N,13128,P,1
N,13128,Q,23
N,13128,T,3
N,13128,V,22
N,13128,W,1
N,13128,Z,3
N,13129,C,450
N,13129,D,3
N,13129,E,11
N,13129,G,1
N,13129,I,111
N,13129,L,35
N,13129,O,28
N,13129,P,1
N,13129,Q,31
N,13129,S,1
N,13129,V,35
N,13129,Z,4
N,13130,C,509
N,13130,D,1
N,13130,E,12
N,13130,I,195
N,13130,L,57
N,13130,O,60
N,13130,Q,21
N,13130,S,6
N,13130,T,1
N,13130,V,64
N,13130,Z,10
N,13131,C,352
N,13131,D,6
N,13131,E,7
N,13131,I,31
N,13131,L,11
N,13131,O,9
N,13131,Q,31
N,13131,S,1
N,13131,V,5
N,13131,W,1
N,13131,Z,2
N,13132,C,48
N,13132,D,3
N,13132,E,10
N,13132,I,2
N,13132,L,17
N,13132,O,22
N,13132,Q,7
N,13132,V,13
N,13132,Z,51
N,13201,C,649
N,13201,D,9
N,13201,E,48
N,13201,G,2
N,13201,I,33
N,13201,L,114
N,13201,O,24
N,13201,P,6
N,13201,Q,49
N,13201,S,15
N,13201,T,2
N,13201,V,63
N,13201,Z,3
N,13202,C,29
N,13202,E,4
N,13202,G,1
N,13202,I,3
N,13202,L,2
N,13202,O,2
N,13202,Q,5
N,13202,S,3
N,13202,V,13
N,13203,C,132
N,13203,D,3
N,13203,E,5
N,13203,G,4
N,13203,I,15
N,13203,L,2
N,13203,M,1
N,13203,O,5
N,13203,P,5
N,13203,Q,5
N,13203,S,1
N,13203,V,37
N,13203,W,1
N,13301,C,141
N,13301,D,2
N,13301,E,11
N,13301,G,1
N,13301,I,13
N,13301,L,13
N,13301,O,13
N,13301,P,1
N,13301,Q,16
N,13301,S,1
N,13301,T,2
N,13301,V,29
N,13302,C,136
